fit_time,score_time,test_accuracy,test_precision_weighted,test_recall_weighted,test_f1_weighted,test_roc_auc,model
0.02175307273864746,0.007604122161865234,0.607565011820331,0.6045423489946535,0.607565011820331,0.605388422558345,0.6574722575950518,LogReg_normal
0.020687103271484375,0.006874799728393555,0.6524822695035462,0.6489896564040037,0.6524822695035462,0.6449922493381073,0.6859195925050028,LogReg_normal
0.021095991134643555,0.00786900520324707,0.6548463356973995,0.6534249303066507,0.6548463356973995,0.6467478213762963,0.6925758261656858,LogReg_normal
0.02109813690185547,0.007737874984741211,0.6193853427895981,0.6154452324665092,0.6193853427895981,0.6094992477971203,0.6820507016749661,LogReg_normal
0.0198819637298584,0.008181095123291016,0.6524822695035462,0.6468559045481624,0.6524822695035462,0.6439151957564467,0.6764503554230681,LogReg_normal
0.02316594123840332,0.007302761077880859,0.607565011820331,0.6045423489946535,0.607565011820331,0.605388422558345,0.6574722575950518,LogReg_Grid
0.023963212966918945,0.007528066635131836,0.6524822695035462,0.6489896564040037,0.6524822695035462,0.6449922493381073,0.6859195925050028,LogReg_Grid
0.028271913528442383,0.00804591178894043,0.6548463356973995,0.6534249303066507,0.6548463356973995,0.6467478213762963,0.6925758261656858,LogReg_Grid
0.024449825286865234,0.006827116012573242,0.6193853427895981,0.6154452324665092,0.6193853427895981,0.6094992477971203,0.6820507016749661,LogReg_Grid
0.026998043060302734,0.007158994674682617,0.6524822695035462,0.6468559045481624,0.6524822695035462,0.6439151957564467,0.6764503554230681,LogReg_Grid
0.0237579345703125,0.008366107940673828,0.607565011820331,0.6045423489946535,0.607565011820331,0.605388422558345,0.6574722575950518,LogReg_Random
0.02223682403564453,0.007134199142456055,0.6524822695035462,0.6489896564040037,0.6524822695035462,0.6449922493381073,0.6859195925050028,LogReg_Random
0.024003028869628906,0.008331060409545898,0.6548463356973995,0.6534249303066507,0.6548463356973995,0.6467478213762963,0.6925758261656858,LogReg_Random
0.02046489715576172,0.007508993148803711,0.6193853427895981,0.6154452324665092,0.6193853427895981,0.6094992477971203,0.6820507016749661,LogReg_Random
0.023257017135620117,0.007669925689697266,0.6524822695035462,0.6468559045481624,0.6524822695035462,0.6439151957564467,0.6764503554230681,LogReg_Random
0.4250659942626953,0.02282094955444336,0.6170212765957447,0.6175097280020697,0.6170212765957447,0.6172517770765581,0.6488084409678007,RF_normal
0.40535593032836914,0.022297143936157227,0.6217494089834515,0.6170485202280565,0.6217494089834515,0.6166398160194754,0.6702860651264325,RF_normal
0.40341806411743164,0.022224903106689453,0.6430260047281324,0.6400901404253734,0.6430260047281324,0.6380321482638587,0.6918401991851516,RF_normal
0.40299081802368164,0.022372961044311523,0.6524822695035462,0.6499289625337228,0.6524822695035462,0.6476207006277298,0.6942960615663196,RF_normal
0.398975133895874,0.022181987762451172,0.6430260047281324,0.6412460426084914,0.6430260047281324,0.6419599376693279,0.6685622563632195,RF_normal
1.3553690910339355,0.07230091094970703,0.607565011820331,0.6066174396092967,0.607565011820331,0.6070371365683451,0.6532199381480808,RF_Grid
1.3251690864562988,0.053340911865234375,0.6359338061465721,0.6315353299109698,0.6359338061465721,0.630019005238029,0.6694560669456067,RF_Grid
1.2322559356689453,0.05214214324951172,0.6453900709219859,0.6425621818880245,0.6453900709219859,0.6401988943451001,0.696468990493436,RF_Grid
1.2377150058746338,0.057041168212890625,0.6477541371158393,0.6452219408734796,0.6477541371158393,0.6413844330794638,0.6865776369397917,RF_Grid
1.4084091186523438,0.054994821548461914,0.6335697399527187,0.6291621216852047,0.6335697399527187,0.6300791751930674,0.6686081174042651,RF_Grid
0.4075961112976074,0.021646976470947266,0.6099290780141844,0.6092169760699422,0.6099290780141844,0.6095424842145915,0.6541750045479352,RF_Random
0.4022369384765625,0.02246379852294922,0.6193853427895981,0.6144951859326111,0.6193853427895981,0.6139907938786898,0.6671820993269056,RF_Random
0.3986239433288574,0.022016048431396484,0.6264775413711584,0.6227854383806997,0.6264775413711584,0.6199901831615389,0.6957899502037121,RF_Random
0.39748501777648926,0.02176189422607422,0.6359338061465721,0.6327735530207014,0.6359338061465721,0.6315222576128268,0.6767315527387958,RF_Random
0.4038200378417969,0.022815942764282227,0.6335697399527187,0.6295376793996252,0.6335697399527187,0.6305252686783037,0.6622563632194451,RF_Random
0.0019729137420654297,0.03439688682556152,0.5886524822695035,0.5830593512171242,0.5886524822695035,0.5836266197408414,0.6005662179370566,KNN_normal
0.0014748573303222656,0.029185056686401367,0.5839243498817966,0.5774614884794431,0.5839243498817966,0.5777451524967537,0.5920956885573949,KNN_normal
0.0014951229095458984,0.028840065002441406,0.6382978723404256,0.6353232656913638,0.6382978723404256,0.6345506345506345,0.6479402444545043,KNN_normal
0.0015590190887451172,0.027356863021850586,0.6288416075650118,0.6253095794074582,0.6288416075650118,0.6215843145180358,0.6429492983250339,KNN_normal
0.001461029052734375,0.025639057159423828,0.6052009456264775,0.6055061697602614,0.6052009456264775,0.6053502054638444,0.6289039211190093,KNN_normal
0.0017919540405273438,0.024593114852905273,0.6004728132387707,0.5975522928677091,0.6004728132387707,0.5984465831644932,0.6076268873931235,KNN_Grid
