fit_time,score_time,test_accuracy,test_precision_weighted,test_recall_weighted,test_f1_weighted,test_roc_auc,model
0.0014371871948242188,0.023344039916992188,0.5768321513002365,0.5706497010018382,0.5768321513002365,0.5713915797894135,0.6098440058213571,KNN_Grid
0.0017559528350830078,0.026088953018188477,0.6264775413711584,0.6229932403886775,0.6264775413711584,0.621951407161212,0.6607627885921232,KNN_Grid
0.0015480518341064453,0.02786111831665039,0.6359338061465721,0.6327027113543968,0.6359338061465721,0.6306041981943028,0.6658555907650521,KNN_Grid
0.0017747879028320312,0.023250341415405273,0.6004728132387707,0.6014101388766104,0.6004728132387707,0.6009115703375916,0.631082320568677,KNN_Grid
0.0029468536376953125,0.019875049591064453,0.6004728132387707,0.5975522928677091,0.6004728132387707,0.5984465831644932,0.6076268873931235,KNN_Random
0.00397801399230957,0.022627830505371094,0.5768321513002365,0.5706497010018382,0.5768321513002365,0.5713915797894135,0.6098440058213571,KNN_Random
0.003162860870361328,0.024621963500976562,0.6264775413711584,0.6229932403886775,0.6264775413711584,0.621951407161212,0.6607627885921232,KNN_Random
0.002988100051879883,0.02044987678527832,0.6359338061465721,0.6327027113543968,0.6359338061465721,0.6306041981943028,0.6658555907650521,KNN_Random
0.0029621124267578125,0.020550966262817383,0.6004728132387707,0.6014101388766104,0.6004728132387707,0.6009115703375916,0.631082320568677,KNN_Random
0.2434980869293213,0.16047286987304688,0.6170212765957447,0.6137615922051246,0.6170212765957447,0.5923808568698966,0.6679552483172639,SVM_normal
0.17782235145568848,0.1504209041595459,0.6264775413711584,0.6348210113979272,0.6264775413711584,0.5891021468768455,0.6959932690558486,SVM_normal
0.17784500122070312,0.14943408966064453,0.607565011820331,0.6095395854570167,0.607565011820331,0.5761226115093089,0.6744001810774105,SVM_normal
0.174957275390625,0.15715479850769043,0.640661938534279,0.663248583602566,0.640661938534279,0.6045182300562502,0.6948619284744229,SVM_normal
0.18220067024230957,0.15050315856933594,0.6501182033096927,0.6544913708034276,0.6501182033096927,0.6193095236961528,0.6753038293969273,SVM_normal
0.1708660125732422,0.14129281044006348,0.6217494089834515,0.616146774976938,0.6217494089834515,0.612007322667359,0.6679552483172639,SVM_Grid
0.17110490798950195,0.14271903038024902,0.6501182033096927,0.6518798775726988,0.6501182033096927,0.6313711688154966,0.6967436783700199,SVM_Grid
0.17132210731506348,0.1407148838043213,0.6335697399527187,0.635299703927155,0.6335697399527187,0.6149645296943864,0.6761883205070167,SVM_Grid
0.1713407039642334,0.1424102783203125,0.6548463356973995,0.6649029982363316,0.6548463356973995,0.6333060333060333,0.6948619284744227,SVM_Grid
0.16381502151489258,0.14185094833374023,0.6430260047281324,0.636796547511384,0.6430260047281324,0.6292268896181574,0.6765191469846366,SVM_Grid
0.16986489295959473,0.14177489280700684,0.6217494089834515,0.616146774976938,0.6217494089834515,0.612007322667359,0.6679552483172639,SVM_Random
0.1708061695098877,0.1422567367553711,0.6501182033096927,0.6518798775726988,0.6501182033096927,0.6313711688154966,0.6967436783700199,SVM_Random
0.1712949275970459,0.14212989807128906,0.6335697399527187,0.635299703927155,0.6335697399527187,0.6149645296943864,0.6761883205070167,SVM_Random
0.17141199111938477,0.13983392715454102,0.6548463356973995,0.6649029982363316,0.6548463356973995,0.6333060333060333,0.6948619284744227,SVM_Random
0.1683342456817627,0.14103174209594727,0.6430260047281324,0.636796547511384,0.6430260047281324,0.6292268896181574,0.6765191469846366,SVM_Random
0.002994060516357422,0.0068471431732177734,0.6099290780141844,0.6160544904297374,0.6099290780141844,0.611495742458717,0.6479670729488811,GNB_normal
0.0016698837280273438,0.006501197814941406,0.6312056737588653,0.6312056737588653,0.6312056737588653,0.6312056737588653,0.6954929961797344,GNB_normal
0.0016260147094726562,0.007225990295410156,0.6477541371158393,0.6463224145475268,0.6477541371158393,0.6467442452834363,0.6890221819827975,GNB_normal
0.0018701553344726562,0.006356954574584961,0.6666666666666666,0.6656012663044305,0.6666666666666666,0.6659508104515007,0.6973064735174287,GNB_normal
0.0016210079193115234,0.006233692169189453,0.6146572104018913,0.6175002287356715,0.6146572104018913,0.6158029338443213,0.6595505617977528,GNB_normal
0.0028018951416015625,0.006234169006347656,0.6193853427895981,0.6235101015886594,0.6193853427895981,0.6206731682119838,0.6581317082044752,GNB_Grid
0.0016269683837890625,0.006850242614746094,0.6501182033096927,0.6496931650988329,0.6501182033096927,0.6498911625263214,0.6921047844278698,GNB_Grid
0.001605987548828125,0.0068950653076171875,0.6572104018912529,0.6554096262160778,0.6572104018912529,0.6556854066735489,0.6948392937980987,GNB_Grid
0.0019290447235107422,0.00679779052734375,0.6619385342789598,0.6614303379009261,0.6619385342789598,0.6616511142977881,0.6970574920778634,GNB_Grid
0.0019099712371826172,0.006660938262939453,0.6146572104018913,0.616192077148652,0.6146572104018913,0.6153394862380589,0.6619582664526484,GNB_Grid
0.0018901824951171875,0.00592494010925293,0.6193853427895981,0.6235101015886594,0.6193853427895981,0.6206731682119838,0.6581317082044752,GNB_Random
0.0016679763793945312,0.007428884506225586,0.6501182033096927,0.6496931650988329,0.6501182033096927,0.6498911625263214,0.6921047844278698,GNB_Random
0.0016560554504394531,0.005852937698364258,0.6572104018912529,0.6554096262160778,0.6572104018912529,0.6556854066735489,0.6948392937980987,GNB_Random
0.0015950202941894531,0.0071370601654052734,0.6619385342789598,0.6614303379009261,0.6619385342789598,0.6616511142977881,0.6970574920778634,GNB_Random
0.0019199848175048828,0.006552934646606445,0.6146572104018913,0.616192077148652,0.6146572104018913,0.6153394862380589,0.6619582664526484,GNB_Random
0.2712881565093994,0.008810997009277344,0.5981087470449172,0.5953639945687589,0.5981087470449172,0.5962564163445282,0.6470347462252138,XGB_normal
0.24132394790649414,0.00927591323852539,0.5981087470449172,0.5931482530180046,0.5981087470449172,0.5936962469545645,0.6232035655812261,XGB_normal
0.21959495544433594,0.008900880813598633,0.6335697399527187,0.6305770887166237,0.6335697399527187,0.6301797720814091,0.6635355364418288,XGB_normal
0.22854018211364746,0.008754968643188477,0.6122931442080378,0.6083227714406422,0.6122931442080378,0.6075951314837895,0.6448845631507469,XGB_normal
0.22198176383972168,0.008465290069580078,0.6052009456264775,0.6031721344337992,0.6052009456264775,0.6040219178197201,0.6218986470992891,XGB_normal
0.07637906074523926,0.008727788925170898,0.6028368794326241,0.5962462309213685,0.6028368794326241,0.5945941353165499,0.6502637802437693,XGB_Grid
0.07764601707458496,0.008563041687011719,0.6501182033096927,0.6483161036983611,0.6501182033096927,0.6370644168875103,0.68221302528652,XGB_Grid
0.07662415504455566,0.008441686630249023,0.6122931442080378,0.609238179958729,0.6122931442080378,0.5948911357192532,0.6805794477138976,XGB_Grid
0.07953119277954102,0.00859975814819336,0.6312056737588653,0.6307404610349912,0.6312056737588653,0.6154806491885143,0.7015731100045269,XGB_Grid
0.07725882530212402,0.008682012557983398,0.6572104018912529,0.6520663973457733,0.6572104018912529,0.6468268963200291,0.6852212795230451,XGB_Grid
0.07635211944580078,0.008554220199584961,0.6028368794326241,0.5962462309213685,0.6028368794326241,0.5945941353165499,0.6502637802437693,XGB_Random
0.07511115074157715,0.008577823638916016,0.6501182033096927,0.6483161036983611,0.6501182033096927,0.6370644168875103,0.68221302528652,XGB_Random
0.07487797737121582,0.009247064590454102,0.6122931442080378,0.609238179958729,0.6122931442080378,0.5948911357192532,0.6805794477138976,XGB_Random
0.07528519630432129,0.008424758911132812,0.6312056737588653,0.6307404610349912,0.6312056737588653,0.6154806491885143,0.7015731100045269,XGB_Random
0.07741117477416992,0.008548974990844727,0.6572104018912529,0.6520663973457733,0.6572104018912529,0.6468268963200291,0.6852212795230451,XGB_Random
