H_W_PCT,H_FG_PCT,H_FG3_PCT,H_FT_PCT,H_REB,H_AST,H_TOV,H_STL,H_BLK,H_PLUS_MINUS,H_OFF_RATING,H_DEF_RATING,H_TS_PCT,A_W_PCT,A_FG_PCT,A_FG3_PCT,A_FT_PCT,A_REB,A_AST,A_TOV,A_STL,A_BLK,A_PLUS_MINUS,A_OFF_RATING,A_DEF_RATING,A_TS_PCT,Result,Home_W_Pct_10,Away_W_Pct_10,H_Team_Elo_Before,A_Team_Elo_Before
0.684,0.469,0.373,0.816,44.9,21.3,13.6,5.6,5.3,4.2,112.1,107.9,0.574,0.2,0.4639999999999999,0.341,0.775,39.7,23.3,16.5,7.4,4.0,-9.6,103.4,112.5,0.5589999999999999,1,0.8,0.2,1566.871914969391,1380.3022017432336
0.381,0.45,0.353,0.73,44.4,23.1,14.4,6.5,4.2,-1.4,110.1,111.0,0.551,0.429,0.4539999999999999,0.319,0.7140000000000001,42.0,23.4,15.7,8.6,5.3,-3.4,104.8,108.4,0.552,0,0.3,0.4,1471.744057490903,1467.169588371947
0.636,0.4589999999999999,0.349,0.778,45.4,25.1,15.4,6.4,5.2,0.0,108.9,108.9,0.569,0.318,0.4379999999999999,0.336,0.785,45.2,18.5,14.4,7.2,5.3,-4.9,106.8,111.5,0.534,1,0.7,0.3,1516.69634989924,1435.311225717641
0.6,0.451,0.351,0.83,49.4,20.1,14.5,6.0,4.5,2.0,110.8,108.7,0.557,0.476,0.451,0.346,0.777,42.4,26.3,13.7,7.5,5.6,-3.0,105.9,108.9,0.5429999999999999,1,0.5,0.6,1519.451552640422,1474.3610246218848
0.55,0.474,0.347,0.715,43.9,22.8,15.1,8.0,6.2,-0.2,108.0,108.0,0.5579999999999999,0.619,0.481,0.376,0.7190000000000001,42.9,24.7,14.6,9.3,5.3,4.4,108.6,104.0,0.562,1,0.7,0.6,1515.901801937121,1538.68982353225
0.5,0.476,0.386,0.69,42.6,23.3,14.1,7.8,4.3,-2.4,107.7,109.8,0.56,0.7,0.469,0.38,0.813,45.4,21.3,14.0,5.6,5.3,4.8,112.2,107.3,0.574,0,0.4,0.8,1486.0105639711153,1571.4411909722808
0.818,0.493,0.351,0.789,45.4,25.0,14.8,8.1,5.3,8.7,114.3,106.1,0.591,0.682,0.494,0.385,0.8190000000000001,45.1,27.4,14.7,7.2,6.3,5.2,114.2,109.1,0.597,1,0.7,0.5,1608.3054534114206,1543.2163847970778
0.35,0.435,0.361,0.705,46.2,21.4,15.6,7.1,6.4,-1.8,105.5,107.3,0.536,0.5,0.477,0.349,0.765,46.3,25.3,14.7,6.8,5.4,1.5,112.9,111.6,0.569,1,0.2,0.5,1449.1142209316786,1495.1912357245103
0.524,0.461,0.36,0.8,43.2,23.9,12.5,7.4,5.4,4.8,112.0,107.6,0.5670000000000001,0.455,0.455,0.319,0.7120000000000001,42.2,23.1,15.8,8.7,5.4,-2.8,104.5,107.6,0.552,0,0.5,0.4,1537.4044681511882,1479.7584915804182
0.619,0.451,0.359,0.821,49.4,20.3,14.4,6.1,4.4,2.0,111.2,109.0,0.5579999999999999,0.667,0.466,0.341,0.752,47.8,26.6,14.4,8.6,5.0,8.0,111.0,103.2,0.5539999999999999,0,0.5,0.5,1523.136658713804,1572.177562876722
0.611,0.4379999999999999,0.326,0.738,46.1,20.9,14.2,6.7,3.7,1.1,108.6,107.6,0.5379999999999999,0.2269999999999999,0.442,0.351,0.778,41.0,21.8,14.9,7.5,4.6,-8.7,101.6,110.4,0.5379999999999999,1,0.7,0.2,1510.8603942246336,1392.9001199642823
0.65,0.445,0.307,0.708,47.3,21.5,13.7,10.1,5.5,5.9,107.6,101.8,0.529,0.2269999999999999,0.44,0.318,0.747,41.3,22.9,17.2,8.2,5.7,-9.8,100.8,110.2,0.54,1,0.7,0.2,1567.5744941559374,1382.9765998174807
0.524,0.44,0.35,0.775,45.3,24.1,13.5,8.3,5.3,2.8,105.6,103.1,0.541,0.2,0.447,0.362,0.7879999999999999,44.9,20.1,15.0,7.3,2.5,-7.1,106.0,113.2,0.534,1,0.4,0.3,1519.6849676429815,1425.3265182292748
0.19,0.462,0.34,0.773,39.3,23.1,16.5,7.9,4.1,-9.8,103.1,112.5,0.556,0.455,0.4539999999999999,0.352,0.7829999999999999,42.2,26.4,13.7,7.3,5.7,-3.0,106.2,109.3,0.547,0,0.2,0.5,1375.7329257403435,1470.675918548503
0.652,0.462,0.354,0.7759999999999999,45.5,25.4,15.4,6.4,5.2,1.1,109.1,108.1,0.5710000000000001,0.381,0.4579999999999999,0.322,0.752,39.4,22.8,13.6,8.2,6.1,-5.1,107.9,113.0,0.5579999999999999,1,0.7,0.6,1527.6613615906017,1451.18767108243
0.364,0.446,0.353,0.7290000000000001,44.6,22.6,14.7,6.7,4.2,-1.8,109.2,110.4,0.547,0.6,0.456,0.366,0.752,40.4,24.5,13.8,9.3,6.1,1.6,106.5,104.9,0.555,0,0.2,0.6,1459.1551542824318,1537.7154132226929
0.5710000000000001,0.475,0.345,0.7070000000000001,44.1,22.9,15.2,8.0,6.4,0.2,107.8,107.4,0.5579999999999999,0.526,0.466,0.365,0.75,43.6,22.6,16.4,7.6,4.8,2.5,109.6,107.5,0.574,1,0.7,0.8,1523.9268564155627,1546.743118086332
0.476,0.451,0.38,0.8140000000000001,45.1,23.5,12.3,6.0,4.1,-2.3,108.7,110.9,0.544,0.45,0.444,0.3379999999999999,0.7440000000000001,41.7,21.2,15.4,8.3,6.1,-2.1,110.7,112.7,0.562,0,0.3,0.5,1468.531507266,1490.5676213311683
0.476,0.476,0.382,0.698,42.8,23.4,13.9,7.7,4.2,-2.8,108.2,110.8,0.56,0.591,0.476,0.3779999999999999,0.7240000000000001,43.0,24.6,14.7,9.5,5.2,3.8,108.0,104.0,0.5589999999999999,1,0.4,0.6,1475.6334477121743,1530.6647690538084
0.632,0.4379999999999999,0.3289999999999999,0.7390000000000001,46.4,21.1,14.1,6.7,3.8,2.0,108.7,106.7,0.5379999999999999,0.652,0.494,0.385,0.821,45.0,27.4,14.7,7.1,6.2,4.9,114.5,109.7,0.596,1,0.8,0.4,1518.204744247539,1539.8572165471014
0.364,0.456,0.32,0.755,39.4,22.7,13.6,8.3,6.0,-6.0,107.1,113.1,0.555,0.348,0.446,0.354,0.735,44.5,22.6,14.7,6.7,4.2,-1.9,109.1,110.6,0.5489999999999999,1,0.5,0.2,1440.2725611249612,1452.0798229790246
0.19,0.445,0.36,0.789,44.5,20.0,14.9,7.2,2.4,-8.4,105.7,114.1,0.5329999999999999,0.826,0.494,0.353,0.795,45.0,24.9,14.8,8.0,5.3,8.4,114.7,106.8,0.593,0,0.3,0.7,1413.084772134236,1611.664621661397
0.304,0.434,0.331,0.7909999999999999,45.0,18.3,14.4,7.4,5.3,-5.8,106.1,111.6,0.531,0.7140000000000001,0.488,0.358,0.763,48.3,26.2,14.6,6.6,5.8,10.2,115.6,105.3,0.596,1,0.3,0.6,1424.3462140262795,1609.9364887298943
0.476,0.447,0.3429999999999999,0.747,42.1,21.8,14.9,8.4,6.1,-0.5,112.1,112.4,0.5660000000000001,0.217,0.441,0.345,0.778,41.0,22.0,14.9,7.4,4.7,-9.1,101.1,110.3,0.536,1,0.6,0.1,1515.529752994199,1385.5557699413766
0.5,0.442,0.361,0.8140000000000001,43.5,23.0,13.4,9.4,5.4,-0.3,107.9,108.5,0.5429999999999999,0.545,0.444,0.358,0.777,45.5,24.4,13.4,8.1,5.2,4.1,106.7,102.8,0.546,0,0.7,0.5,1518.075655459145,1531.9267137380202
0.667,0.461,0.352,0.775,45.9,25.4,15.2,6.6,5.3,2.0,109.3,107.4,0.57,0.619,0.4579999999999999,0.368,0.757,40.3,24.4,13.8,9.1,6.1,1.8,106.9,104.9,0.557,1,0.8,0.6,1538.5764715480705,1544.7907445261
0.455,0.451,0.379,0.816,44.9,23.6,12.4,5.9,4.1,-3.6,108.7,112.1,0.545,0.591,0.4539999999999999,0.356,0.8190000000000001,49.2,20.3,14.4,6.1,4.4,1.9,111.4,109.4,0.5589999999999999,1,0.3,0.4,1443.5693756029696,1519.024152545191
0.591,0.475,0.3429999999999999,0.7040000000000001,44.1,22.8,15.3,8.0,6.2,0.7,107.8,106.9,0.5579999999999999,0.182,0.46,0.336,0.7709999999999999,39.5,23.2,16.4,7.8,3.9,-10.1,102.6,112.3,0.5529999999999999,1,0.7,0.2,1533.660741842477,1364.6701103159196
0.381,0.434,0.359,0.7020000000000001,46.2,21.4,15.5,7.3,6.3,-1.5,105.6,107.0,0.535,0.478,0.4579999999999999,0.326,0.7120000000000001,42.2,23.5,15.8,8.5,5.4,-2.3,105.2,107.8,0.557,1,0.3,0.4,1455.9395521823362,1492.6003980623486
0.5,0.462,0.359,0.7490000000000001,43.6,22.4,16.3,7.7,4.7,1.8,108.9,107.4,0.5710000000000001,0.7140000000000001,0.473,0.382,0.81,45.0,21.4,13.8,5.7,5.3,5.1,113.1,107.9,0.578,1,0.7,0.9,1537.009232659418,1581.8183072312218
0.5,0.462,0.359,0.7959999999999999,43.1,23.7,12.4,7.4,5.3,4.2,112.1,108.2,0.5660000000000001,0.478,0.475,0.344,0.769,46.3,25.3,14.7,6.7,5.5,1.2,112.4,111.4,0.568,0,0.5,0.4,1524.5625616692578,1488.3659044738529
0.478,0.442,0.359,0.8140000000000001,43.3,22.8,13.5,9.3,5.3,-0.7,108.0,108.9,0.544,0.5,0.45,0.345,0.7440000000000001,42.2,21.8,14.8,8.3,6.2,0.3,112.3,111.9,0.569,1,0.7,0.6,1506.9330775209164,1521.6762415640765
0.5,0.476,0.344,0.772,46.4,25.5,14.8,6.7,5.5,1.6,112.5,111.1,0.57,0.682,0.472,0.382,0.809,44.9,21.5,13.6,5.8,5.3,4.7,112.6,107.8,0.575,0,0.5,0.8,1502.1933094778162,1575.7147811224988
0.833,0.494,0.35,0.797,44.9,24.6,14.7,7.9,5.3,8.6,114.6,106.5,0.593,0.682,0.465,0.347,0.7509999999999999,47.6,26.8,14.3,8.7,4.9,7.7,111.3,103.8,0.555,0,0.8,0.6,1617.7783217317822,1576.2900690453348
0.65,0.4379999999999999,0.33,0.735,46.5,21.1,14.0,6.7,3.7,2.3,108.8,106.4,0.537,0.667,0.449,0.315,0.715,47.1,21.8,14.0,10.1,5.5,6.3,108.0,101.7,0.535,0,0.8,0.7,1526.7685687860069,1571.9969515723294
0.3329999999999999,0.4429999999999999,0.349,0.738,44.5,22.4,14.9,6.7,4.1,-2.4,108.3,110.4,0.546,0.182,0.442,0.354,0.794,44.6,19.8,14.8,7.2,2.3,-8.5,105.4,114.0,0.531,0,0.2,0.3,1441.2137931035595,1406.971072063851
0.3329999999999999,0.439,0.3429999999999999,0.787,44.6,18.7,14.4,7.2,5.1,-5.5,106.6,111.8,0.536,0.391,0.4579999999999999,0.32,0.752,39.4,22.6,13.6,8.3,5.9,-5.2,107.0,112.2,0.556,0,0.4,0.5,1431.8563270808152,1451.138591000426
0.217,0.44,0.318,0.742,41.2,22.9,17.3,8.5,5.6,-10.0,100.8,110.4,0.539,0.625,0.492,0.379,0.8220000000000001,44.9,27.2,14.7,7.0,6.1,4.3,113.9,109.7,0.594,0,0.2,0.4,1378.5541424010887,1531.2933920086343
0.174,0.457,0.3389999999999999,0.772,39.4,23.1,16.3,7.9,4.1,-10.6,102.1,112.4,0.55,0.5,0.475,0.385,0.696,42.9,23.4,14.1,7.7,4.1,-2.7,108.0,110.5,0.5589999999999999,0,0.2,0.4,1358.0223143528588,1479.6916011096728
0.409,0.433,0.362,0.7020000000000001,46.5,21.4,15.4,7.3,6.3,-1.4,105.6,106.9,0.5329999999999999,0.478,0.455,0.35,0.7809999999999999,42.4,26.3,13.7,7.3,5.7,-2.3,106.3,108.6,0.547,0,0.4,0.5,1460.4554071628424,1481.7387339729269
0.4579999999999999,0.4579999999999999,0.326,0.713,42.6,23.4,15.7,8.5,5.4,-2.3,105.1,107.8,0.555,0.478,0.457,0.389,0.82,44.5,23.8,12.4,5.8,4.1,-2.9,109.6,112.4,0.551,1,0.4,0.4,1488.0845430818424,1456.8515298340312
0.565,0.478,0.38,0.726,42.8,24.8,15.1,9.5,5.2,3.6,107.8,104.0,0.561,0.208,0.441,0.34,0.779,41.0,21.6,14.9,7.5,4.8,-9.4,101.1,110.6,0.535,1,0.5,0.1,1526.60661565631,1379.4092813714992
0.524,0.461,0.358,0.754,44.4,22.2,16.2,7.6,4.7,1.9,108.7,107.2,0.569,0.565,0.457,0.358,0.8240000000000001,48.6,20.5,14.5,6.1,4.5,1.2,111.6,110.4,0.562,1,0.8,0.3,1543.1127587681408,1505.7419983141294
0.591,0.457,0.369,0.758,40.0,24.2,13.9,9.0,6.1,1.3,106.3,104.8,0.556,0.696,0.476,0.3829999999999999,0.807,44.6,21.8,13.6,5.7,5.1,4.6,113.3,108.6,0.579,1,0.6,0.8,1537.297289484945,1580.9261299487816
0.8,0.492,0.346,0.8009999999999999,44.7,24.6,14.8,8.0,5.3,8.1,114.0,106.4,0.5920000000000001,0.68,0.462,0.352,0.775,45.8,25.3,15.2,6.5,5.2,2.3,109.0,106.9,0.5710000000000001,1,0.8,0.8,1610.2164489816298,1546.0699265892256
0.5,0.442,0.364,0.809,43.3,22.8,13.6,9.4,5.4,-0.2,108.0,108.4,0.544,0.478,0.461,0.355,0.7929999999999999,42.9,23.7,12.3,7.5,5.4,3.6,111.8,108.5,0.564,1,0.7,0.4,1516.8841350606922,1510.7351566652944
0.208,0.442,0.314,0.742,40.9,22.9,17.3,8.5,5.5,-10.2,100.9,110.8,0.539,0.417,0.4589999999999999,0.3229999999999999,0.752,39.3,22.9,13.5,8.2,6.0,-4.8,107.2,112.0,0.556,0,0.2,0.5,1368.587986289389,1457.4268033383246
0.32,0.441,0.345,0.733,44.8,22.3,14.7,6.7,4.0,-2.4,108.2,110.2,0.5429999999999999,0.682,0.451,0.314,0.72,47.3,21.8,14.1,10.1,5.6,7.2,107.9,100.8,0.537,0,0.2,0.8,1434.8115454286362,1592.8850149908824
0.217,0.442,0.352,0.8,45.2,19.6,14.7,7.1,2.4,-8.1,105.4,113.6,0.53,0.64,0.496,0.384,0.8240000000000001,44.6,27.3,14.8,7.1,6.2,4.8,114.2,109.5,0.598,0,0.3,0.4,1413.3733197387744,1541.259548120334
0.5,0.4539999999999999,0.355,0.779,42.6,26.2,13.8,7.3,5.6,-1.6,106.6,108.1,0.547,0.696,0.465,0.348,0.745,47.6,27.0,14.5,8.7,4.8,7.5,110.9,103.6,0.5539999999999999,0,0.6,0.7,1496.7835605874186,1583.8519417954872
0.609,0.476,0.345,0.706,44.5,22.9,15.4,8.0,6.1,1.6,108.0,106.2,0.56,0.4579999999999999,0.4579999999999999,0.386,0.8220000000000001,43.9,23.8,12.5,5.9,4.2,-4.2,109.3,113.3,0.551,1,0.7,0.4,1540.3085378055378,1440.0378360127634
0.48,0.479,0.345,0.769,46.0,25.7,14.5,6.8,5.5,1.4,113.0,111.8,0.5720000000000001,0.545,0.46,0.359,0.75,44.6,22.3,16.0,7.7,4.7,2.2,108.7,106.9,0.5670000000000001,1,0.4,0.8,1496.9819606515334,1549.7575735591406
0.682,0.488,0.361,0.764,48.1,26.1,14.6,6.7,5.7,9.6,115.6,106.0,0.597,0.619,0.433,0.324,0.737,46.2,20.9,14.2,6.9,3.7,1.0,107.5,106.5,0.531,1,0.6,0.7,1602.4263756753587,1505.8805053674537
0.48,0.4639999999999999,0.3379999999999999,0.7170000000000001,42.5,24.0,15.8,8.6,5.4,-0.8,106.3,107.5,0.563,0.478,0.449,0.342,0.747,42.0,22.0,15.1,8.4,6.2,-0.3,111.7,111.7,0.568,1,0.5,0.5,1504.8982369031105,1511.7251840243007
0.542,0.457,0.356,0.8240000000000001,48.6,20.5,14.7,6.1,4.5,0.8,111.2,110.2,0.562,0.1669999999999999,0.456,0.335,0.774,39.5,23.3,16.5,8.0,4.1,-10.9,102.0,112.6,0.55,1,0.3,0.1,1499.0971835231296,1346.682250761873
0.565,0.445,0.359,0.787,45.2,24.6,13.4,8.1,5.1,4.3,107.2,103.1,0.5489999999999999,0.32,0.4379999999999999,0.344,0.785,45.0,18.7,14.5,7.1,5.1,-5.4,106.7,111.8,0.535,1,0.6,0.4,1543.069291676249,1425.5681147429166
0.4579999999999999,0.4589999999999999,0.356,0.7929999999999999,42.8,23.9,12.2,7.5,5.2,2.8,111.4,108.9,0.561,0.708,0.4679999999999999,0.355,0.736,47.3,27.2,14.3,8.5,4.7,7.4,111.3,104.0,0.557,1,0.4,0.8,1499.263805069915,1590.705508558432
0.696,0.487,0.36,0.768,47.8,25.9,14.6,6.9,5.6,10.1,115.2,105.0,0.597,0.654,0.497,0.391,0.826,44.7,27.4,14.6,7.1,6.2,5.5,114.9,109.5,0.6,0,0.6,0.5,1611.761802826206,1555.3171237569868
0.591,0.43,0.319,0.735,46.2,20.7,14.4,6.8,3.5,-0.1,106.4,106.4,0.527,0.654,0.462,0.35,0.775,45.9,25.3,15.4,6.5,5.1,1.8,108.6,107.0,0.57,0,0.7,0.8,1496.5450782166065,1539.4243179454609
0.208,0.441,0.351,0.795,45.1,19.5,14.5,7.1,2.4,-8.8,105.6,114.5,0.53,0.522,0.477,0.3879999999999999,0.6940000000000001,42.8,23.5,14.1,7.9,4.1,-1.9,108.4,110.1,0.562,0,0.3,0.5,1399.3157441021217,1491.0316647006584
0.5,0.482,0.355,0.765,45.8,26.0,14.4,7.0,5.5,2.3,113.4,111.3,0.575,0.609,0.456,0.363,0.752,40.4,23.9,14.0,9.0,6.1,1.7,105.9,103.9,0.5539999999999999,0,0.4,0.6,1516.6082301022168,1547.2662901014164
0.308,0.441,0.348,0.735,44.8,22.2,14.7,6.7,4.0,-2.4,108.2,110.3,0.5429999999999999,0.8079999999999999,0.49,0.344,0.804,45.0,24.6,14.6,8.1,5.2,8.2,113.8,106.1,0.588,1,0.1,0.9,1431.5983385723202,1616.8620576253943
0.16,0.4529999999999999,0.33,0.774,39.6,23.1,16.5,8.1,4.0,-11.3,101.4,112.5,0.545,0.391,0.432,0.361,0.6990000000000001,46.6,21.4,15.5,7.3,6.6,-2.0,105.3,107.2,0.531,0,0.1,0.4,1339.8626501848623,1445.4105805483507
0.2,0.439,0.341,0.7809999999999999,41.1,21.8,15.0,7.5,4.7,-9.2,100.7,110.0,0.5329999999999999,0.696,0.45,0.316,0.713,47.8,22.1,14.0,10.0,5.6,6.9,108.1,101.2,0.536,1,0.1,0.8,1376.3148541494572,1596.0982218471984
0.44,0.4579999999999999,0.38,0.828,44.0,23.6,12.4,6.0,4.1,-4.3,109.2,113.4,0.551,0.625,0.477,0.346,0.705,44.3,22.8,15.2,7.9,6.0,1.9,108.3,106.3,0.561,1,0.3,0.7,1435.4317783977683,1544.9145954205328
0.48,0.455,0.358,0.7829999999999999,42.4,26.3,13.6,7.1,5.6,-1.8,106.9,108.6,0.5489999999999999,0.583,0.477,0.376,0.732,42.9,24.7,15.3,9.6,5.2,3.7,107.3,103.5,0.561,0,0.5,0.6,1489.9299938244735,1529.701042878352
0.231,0.442,0.346,0.777,40.9,21.9,15.2,7.8,4.7,-8.8,100.9,109.8,0.536,0.583,0.449,0.359,0.79,45.2,24.9,13.2,8.1,5.1,5.3,107.9,102.9,0.5529999999999999,0,0.2,0.6,1384.573318002016,1552.754434512192
0.308,0.436,0.344,0.785,45.1,18.8,14.6,7.0,5.1,-6.2,106.4,112.3,0.534,0.3329999999999999,0.44,0.346,0.7340000000000001,45.2,22.1,14.9,6.7,3.9,-2.3,107.8,109.8,0.542,0,0.4,0.2,1415.8829719069736,1437.8747143577073
0.667,0.472,0.381,0.8059999999999999,44.7,21.5,13.8,5.9,5.1,4.0,112.2,108.1,0.5760000000000001,0.417,0.434,0.363,0.705,46.4,21.8,15.4,7.4,6.5,-1.2,105.7,106.8,0.534,0,0.7,0.4,1570.9571293323102,1457.501922341786
0.2,0.445,0.353,0.7929999999999999,44.7,19.6,14.6,7.0,2.3,-9.2,105.8,115.2,0.5329999999999999,0.44,0.46,0.3229999999999999,0.757,39.5,23.2,13.5,8.2,5.9,-4.1,107.6,111.7,0.5579999999999999,1,0.3,0.6,1385.549868902668,1468.7501146591978
0.56,0.4579999999999999,0.355,0.815,48.9,20.6,14.8,6.3,4.6,1.7,111.1,109.3,0.561,0.52,0.446,0.368,0.804,43.5,23.2,13.6,9.2,5.6,0.5,108.4,108.3,0.547,1,0.4,0.7,1505.9167841001404,1528.3554866560717
0.6,0.477,0.375,0.735,43.3,24.8,15.0,9.5,5.4,4.4,107.4,102.9,0.56,0.542,0.482,0.391,0.693,42.5,23.8,13.9,7.9,4.1,-1.0,109.3,110.2,0.565,1,0.6,0.5,1548.0955975415852,1504.797539900112
0.522,0.4579999999999999,0.355,0.747,44.5,22.4,16.1,7.7,4.6,1.0,108.3,107.7,0.5660000000000001,0.4579999999999999,0.446,0.3379999999999999,0.7509999999999999,42.1,21.6,15.5,8.3,6.1,-1.4,110.9,112.0,0.564,1,0.7,0.4,1530.1313041084572,1494.9610532017446
0.2,0.442,0.314,0.742,40.7,23.0,17.2,8.7,5.4,-10.3,101.1,111.0,0.54,0.68,0.4639999999999999,0.349,0.7390000000000001,47.6,27.1,14.1,8.4,5.0,6.9,111.1,104.5,0.5529999999999999,1,0.2,0.7,1357.2646749685157,1581.824308628073
0.625,0.456,0.365,0.752,40.6,24.2,13.9,9.1,6.2,1.8,106.1,104.0,0.5539999999999999,0.6,0.476,0.344,0.7090000000000001,44.2,22.8,15.0,7.9,5.8,1.3,108.5,107.0,0.56,0,0.6,0.7,1554.1177355969812,1529.927932559942
0.778,0.486,0.3429999999999999,0.805,44.7,24.6,14.6,8.1,5.3,7.8,113.2,105.8,0.586,0.667,0.483,0.353,0.765,48.0,25.6,14.8,7.1,5.5,9.3,114.2,104.9,0.5920000000000001,0,0.8,0.6,1610.5856818400075,1597.1315056726833
0.565,0.429,0.317,0.74,46.3,20.7,14.5,6.9,3.5,-0.3,106.5,106.7,0.527,0.481,0.481,0.35,0.768,45.7,26.0,14.5,6.9,5.5,2.1,113.1,111.3,0.574,0,0.6,0.3,1488.507790322867,1509.756784606652
0.296,0.437,0.3429999999999999,0.777,44.9,18.9,14.5,7.0,5.0,-6.3,106.4,112.3,0.534,0.48,0.456,0.356,0.8,43.0,23.7,12.1,7.5,5.3,2.9,111.6,108.9,0.561,0,0.4,0.5,1405.7607502660742,1508.1450050002743
0.462,0.46,0.382,0.83,44.0,23.6,12.3,5.9,4.2,-3.6,109.8,113.3,0.5539999999999999,0.5,0.465,0.335,0.718,42.7,24.0,15.6,8.9,5.3,0.2,106.8,107.0,0.564,1,0.4,0.5,1450.418441258359,1521.6623677256664
0.667,0.451,0.317,0.711,47.8,22.1,14.3,10.1,5.6,6.6,107.9,101.4,0.536,0.481,0.4639999999999999,0.3339999999999999,0.7190000000000001,42.6,24.1,15.7,8.9,5.3,-0.3,106.6,107.3,0.562,1,0.7,0.5,1587.8397579946395,1508.5851112114972
0.654,0.46,0.344,0.742,47.6,27.1,14.1,8.5,4.9,6.3,110.5,104.4,0.55,0.6,0.4539999999999999,0.358,0.753,40.4,23.9,13.9,9.3,6.2,0.8,105.5,104.3,0.551,1,0.7,0.5,1566.107945124657,1530.866124960116
0.615,0.475,0.37,0.741,43.7,24.8,15.1,9.4,5.5,4.6,107.5,102.8,0.5589999999999999,0.423,0.4589999999999999,0.325,0.755,39.4,23.4,13.4,8.1,5.8,-4.5,107.8,112.2,0.5579999999999999,1,0.6,0.6,1554.9921329232463,1453.737439373302
0.68,0.48,0.354,0.768,48.0,25.5,14.8,7.0,5.5,9.2,114.1,104.9,0.59,0.231,0.4479999999999999,0.359,0.792,45.0,19.9,14.5,6.9,2.4,-8.3,106.6,115.1,0.536,1,0.6,0.4,1605.9027503111915,1400.562544188564
0.6,0.4529999999999999,0.366,0.7879999999999999,45.6,25.3,13.0,8.2,5.1,7.3,109.1,102.1,0.5579999999999999,0.5,0.482,0.352,0.7709999999999999,45.8,26.0,14.7,6.9,5.5,2.3,113.2,111.2,0.5760000000000001,1,0.6,0.4,1574.903834728466,1519.903655071991
0.542,0.46,0.357,0.748,44.6,22.5,16.2,7.7,4.6,1.1,108.7,107.9,0.5670000000000001,0.462,0.4529999999999999,0.354,0.7829999999999999,42.6,26.1,13.7,7.0,5.6,-2.6,106.2,108.7,0.546,1,0.7,0.4,1533.9857443578906,1471.5354391612404
0.222,0.44,0.3429999999999999,0.774,40.8,21.7,15.3,7.6,4.6,-10.5,100.3,110.9,0.5329999999999999,0.52,0.479,0.386,0.695,42.5,23.9,13.9,7.9,4.3,-1.4,108.9,110.2,0.562,0,0.2,0.5,1362.423917785742,1497.901004518451
0.615,0.474,0.347,0.71,44.7,22.9,15.1,8.0,5.8,2.1,108.6,106.4,0.56,0.44,0.434,0.362,0.706,46.7,21.9,15.2,7.5,6.5,-0.2,106.0,106.2,0.535,1,0.7,0.5,1553.1795431968071,1486.9454954609662
0.667,0.495,0.392,0.826,44.6,27.6,14.8,7.1,6.2,5.7,114.5,108.8,0.599,0.5,0.445,0.37,0.804,43.4,23.3,13.5,9.3,5.6,0.2,108.2,108.3,0.546,1,0.6,0.6,1569.9474209105097,1520.3418474610205
0.667,0.4629999999999999,0.348,0.78,45.6,25.3,15.4,6.7,5.4,1.9,108.8,107.0,0.57,0.542,0.43,0.317,0.732,46.3,21.0,14.3,7.0,3.6,-0.6,106.6,107.1,0.526,1,0.8,0.5,1547.4616058391998,1478.3609198575284
0.154,0.4529999999999999,0.3329999999999999,0.773,39.7,23.3,16.7,8.0,4.0,-11.6,101.3,112.5,0.546,0.64,0.4679999999999999,0.375,0.8059999999999999,44.8,21.3,13.8,5.8,5.2,3.0,111.4,108.4,0.5720000000000001,0,0.1,0.6,1327.771308391427,1541.51355621313
0.481,0.462,0.382,0.831,44.2,23.8,12.3,5.9,4.3,-3.0,110.0,112.9,0.555,0.148,0.455,0.3339999999999999,0.774,39.6,23.5,16.6,8.2,4.1,-11.3,101.8,112.7,0.547,1,0.5,0.1,1463.4956977725285,1324.498733724452
0.654,0.47,0.373,0.8059999999999999,44.6,21.4,14.0,5.9,5.1,3.0,111.6,108.5,0.574,0.75,0.483,0.3429999999999999,0.8059999999999999,44.8,24.6,14.5,8.1,5.5,7.4,112.9,105.9,0.583,0,0.6,0.7,1544.786130880105,1601.8144372014992
0.44,0.447,0.337,0.753,41.9,21.6,15.4,8.2,6.0,-1.5,111.0,112.2,0.564,0.5770000000000001,0.4579999999999999,0.353,0.816,49.0,20.7,14.9,6.4,4.8,1.9,111.0,109.1,0.562,1,0.3,0.4,1491.1066129523113,1513.9304232951918
0.5,0.457,0.356,0.802,42.9,23.5,12.1,7.6,5.3,3.2,111.7,108.7,0.562,0.52,0.432,0.319,0.726,46.4,21.1,14.4,6.9,3.6,-1.2,106.6,107.5,0.527,1,0.5,0.5,1517.8700031400128,1470.777536364513
0.483,0.481,0.351,0.77,45.5,26.1,14.6,7.0,5.4,1.8,112.8,111.3,0.574,0.68,0.4529999999999999,0.319,0.7120000000000001,47.4,22.2,14.4,10.1,5.5,6.6,108.2,101.6,0.5379999999999999,1,0.4,0.7,1512.186769455431,1593.3083209782749
0.5770000000000001,0.456,0.357,0.758,40.3,23.9,14.0,9.2,6.1,0.6,105.6,104.8,0.5529999999999999,0.556,0.457,0.355,0.8170000000000001,48.9,20.7,14.9,6.2,4.7,1.6,111.1,109.4,0.562,1,0.4,0.3,1525.5365248615842,1506.4934340122632
